1,307,308,1
2,308,282,1
3,282,46,1
4,46,222,1
5,222,59,1
6,59,58,1
7,58,128,1
8,128,463,1
9,463,428,1
10,428,462,1
11,462,461,1
12,461,254,1
13,254,460,1
14,460,86,1
15,86,459,1
16,459,458,1
17,458,457,1
18,457,456,1
19,456,455,1
20,455,454,1
21,454,453,1
22,453,452,1
23,452,252,1
24,252,251,1
25,251,451,1
26,451,450,1
27,450,449,1
28,449,417,1
29,417,727,1
30,727,728,1
31,728,585,1
32,585,434,1
33,434,729,1
34,729,238,1
35,238,730,1
36,730,624,1
37,624,623,1
38,623,731,1
39,731,732,1
40,732,628,1
41,628,649,1
42,649,625,1
43,625,733,1
44,733,277,1
45,277,418,1
46,418,419,1
47,419,278,1
48,278,568,1
49,568,569,1
50,569,570,1
51,570,571,1
52,571,268,1
53,268,331,1
54,331,367,1
55,424,260,1
56,260,423,1
57,423,226,1
58,226,124,1
59,124,422,1
60,422,90,1
61,90,421,1
62,421,44,1
63,44,121,1
64,121,547,1
65,547,548,1
66,548,549,1
67,549,550,1
68,550,551,1
69,551,552,1
70,552,553,1
71,553,554,1
72,554,248,1
73,248,143,1
74,143,247,1
75,247,246,1
76,246,245,1
77,245,555,1
78,555,243,1
79,243,175,1
80,175,556,1
81,556,557,1
82,557,242,1
83,242,173,1
84,173,276,1
85,276,401,1
86,401,402,1
87,402,403,1
88,403,404,1
89,404,405,1
90,405,406,1
91,406,407,1
92,407,408,1
93,408,409,1
94,409,410,1
95,410,237,1
96,237,411,1
97,411,412,1
98,412,413,1
99,413,414,1
100,414,415,1
101,415,416,1
102,416,417,1
103,417,449,1
104,449,389,1
105,389,734,1
106,734,735,1
107,735,108,1
108,108,82,1
109,82,335,1
110,335,736,1
111,736,737,1
112,737,52,1
113,52,392,1
114,392,205,1
115,205,123,1
116,123,393,1
117,393,202,1
118,202,318,1
119,318,319,1
120,319,395,1
121,395,200,1
122,200,203,1
123,203,204,1
124,204,607,1
125,607,606,1
126,606,471,1
127,471,455,1
128,455,456,1
129,456,457,1
130,457,458,1
131,458,459,1
132,459,86,1
133,86,460,1
134,460,254,1
135,254,461,1
136,461,462,1
137,462,428,1
138,428,427,1
139,427,426,1
140,426,425,1
141,425,261,1
142,261,227,1
143,227,262,1
144,262,263,1
145,263,424,1
146,217,120,1
147,120,57,1
148,57,225,1
149,225,127,1
150,127,424,1
151,449,450,1
152,450,521,1
153,521,520,1
154,520,519,1
155,519,400,1
156,400,399,1
157,399,398,1
158,398,397,1
159,397,396,1
160,396,203,1
161,203,200,1
162,200,199,1
163,199,63,1
164,63,62,1
165,62,61,1
166,450,451,1
167,451,251,1
168,251,252,1
169,252,452,1
170,452,453,1
171,453,454,1
172,454,455,1
173,428,463,1
174,463,128,1
175,128,58,1
176,58,221,1
177,221,464,1
178,464,283,1
179,283,307,1
180,307,465,1
181,465,466,1
182,466,467,1
183,467,363,1
184,363,362,1
185,362,361,1
186,361,360,1
187,360,207,1
188,207,596,1
189,596,595,1
190,595,594,1
191,594,593,1
192,593,592,1
193,592,493,1
194,493,494,1
195,568,278,1
196,278,419,1
197,419,418,1
198,418,173,1
199,413,435,1
200,435,436,1
201,436,437,1
202,437,250,1
203,250,438,1
204,438,235,1
205,235,439,1
206,439,440,1
207,440,441,1
208,441,442,1
209,442,443,1
210,443,605,1
211,605,604,1
212,604,603,1
213,603,575,1
214,575,602,1
215,602,601,1
216,601,577,1
217,577,424,1
218,424,127,1
219,127,225,1
220,225,57,1
221,57,120,1
222,120,217,1
223,217,338,1
224,338,600,1
225,600,285,1
226,285,305,1
227,305,599,1
228,599,598,1
229,598,102,1
230,102,597,1
231,597,360,1
232,566,567,1
233,567,589,1
234,589,64,1
235,64,83,1
236,83,590,1
237,590,77,1
238,77,146,1
239,146,129,1
240,129,591,1
241,591,151,1
242,151,74,1
243,74,314,1
244,314,131,1
245,131,527,1
246,527,40,1
247,40,351,1
248,351,93,1
249,93,528,1
250,528,206,1
251,206,529,1
252,529,530,1
253,530,508,1
254,508,73,1
255,73,150,1
256,150,524,1
257,524,148,1
258,148,525,1
259,525,320,1
260,320,526,1
261,526,309,1
262,309,558,1
263,558,559,1
264,559,560,1
265,560,145,1
266,145,144,1
267,144,503,1
268,503,491,1
269,491,490,1
270,490,344,1
271,344,489,1
272,489,488,1
273,488,487,1
274,487,486,1
275,486,355,1
276,355,356,1
277,356,357,1
278,357,358,1
279,358,359,1
280,359,360,1
281,360,597,1
282,597,102,1
283,102,598,1
284,598,599,1
285,599,305,1
286,305,285,1
287,285,600,1
288,600,338,1
289,338,217,1
290,41,40,1
291,145,561,1
292,561,562,1
293,562,492,1
294,492,491,1
295,435,413,1
296,82,81,1
297,81,80,1
298,80,334,1
299,334,335,1
300,335,82,1
301,82,108,1
302,108,735,1
303,735,734,1
304,734,389,1
305,389,449,1
306,649,402,1
307,402,401,1
308,401,276,1
309,276,173,1
310,173,172,1
311,172,370,1
312,370,371,1
313,371,372,1
314,372,174,1
315,174,244,1
316,244,373,1
317,373,374,1
318,318,317,1
319,317,394,1
320,394,201,1
321,201,608,1
322,608,204,1
323,406,623,1
324,623,624,1
325,624,730,1
326,730,238,1
327,238,729,1
328,729,434,1
329,434,585,1
330,585,586,1
331,586,391,1
332,391,390,1
333,390,326,1
334,326,325,1
335,325,333,1
336,333,366,1
337,366,55,1
338,55,126,1
339,126,269,1
340,269,365,1
341,365,125,1
342,125,56,1
343,56,321,1
344,321,366,1
345,366,333,1
346,547,378,1
347,378,377,1
348,377,376,1
349,376,375,1
350,375,553,1
351,436,435,1
352,493,484,1
353,314,510,1
354,510,132,1
355,132,54,1
356,54,41,1
357,41,352,1
358,352,94,1
359,94,312,1
360,312,509,1
361,509,530,1
362,360,361,1
363,361,362,1
364,362,363,1
365,363,364,1
366,364,485,1
367,485,513,1
368,513,514,1
369,514,308,1
370,59,515,1
371,515,516,1
372,516,429,1
373,429,87,1
374,87,517,1
375,517,518,1
376,518,471,1
377,471,400,1
378,400,454,1
379,454,609,1
380,609,610,1
381,610,611,1
382,611,612,1
383,612,613,1
384,613,614,1
385,614,579,1
386,579,580,1
387,580,236,1
388,236,581,1
389,581,249,1
390,249,582,1
391,582,583,1
392,548,547,1
393,378,379,1
394,379,380,1
395,380,381,1
396,381,382,1
397,382,210,1
398,210,383,1
399,383,384,1
400,384,385,1
401,385,386,1
402,386,387,1
403,387,388,1
404,388,294,1
405,294,298,1
406,298,720,1
407,720,718,1
408,718,531,1
409,531,353,1
410,353,354,1
411,354,337,1
412,337,355,1
413,592,705,1
414,705,592,1
415,484,497,1
416,497,498,1
417,498,499,1
418,499,500,1
419,500,501,1
420,87,86,1
421,583,584,1
422,584,414,1
423,596,207,1
424,484,567,1
425,353,531,1
426,501,502,1
427,502,491,1
428,355,337,1
429,337,354,1
430,354,353,1
431,531,718,1
432,718,719,1
433,719,299,1
434,299,293,1
435,293,534,1
436,534,535,1
437,535,536,1
438,536,537,1
439,537,538,1
440,538,539,1
441,539,540,1
442,540,211,1
443,211,541,1
444,541,542,1
445,542,543,1
446,543,544,1
447,544,545,1
448,545,546,1
449,546,420,1
450,420,547,1
451,357,738,1
452,738,739,1
453,739,358,1
454,553,644,1
455,494,495,1
456,495,344,1
457,81,82,1
458,238,237,1
459,443,468,1
460,468,469,1
461,469,470,1
462,470,455,1
463,455,471,1
464,471,606,1
465,606,607,1
466,607,204,1
467,204,203,1
468,495,494,1
469,377,378,1
470,455,470,1
471,470,469,1
472,469,468,1
473,468,443,1
474,472,510,1
475,509,311,1
476,311,508,1
477,143,142,1
478,142,374,1
479,374,373,1
480,373,244,1
481,244,174,1
482,174,175,1
483,434,433,1
484,433,432,1
485,432,431,1
486,431,430,1
487,430,390,1
488,333,325,1
489,325,326,1
490,326,390,1
491,390,391,1
492,391,586,1
493,586,585,1
494,585,414,1
495,107,108,1
496,374,142,1
497,142,375,1
498,375,376,1
499,376,377,1
500,718,720,1
501,705,706,1
502,706,705,1
503,131,132,1
504,94,93,1
505,363,467,1
506,467,466,1
507,466,465,1
508,465,307,1
509,307,283,1
510,283,464,1
511,464,221,1
512,221,58,1
513,129,130,1
514,130,152,1
515,152,75,1
516,75,473,1
517,473,313,1
518,313,314,1
519,443,579,1
520,454,400,1
521,62,63,1
522,63,199,1
523,199,200,1
524,275,578,1
525,578,16,1
526,16,69,1
527,69,14,1
528,14,11,1
