1,263,244
2,244,238
3,243,244
4,238,237
5,237,235
6,261,263
7,261,243
8,242,241
9,245,242
10,261,245
11,239,236
12,241,239
13,250,261
14,235,228
15,228,224
16,224,223
17,223,225
18,235,233
19,236,235
20,249,250
21,233,232
22,232,231
23,231,225
24,298,299
25,247,249
26,299,300
27,225,226
28,246,247
29,248,246
30,226,230
31,300,302
32,302,301
33,301,291
34,259,248
35,267,259
36,268,267
37,240,234
38,234,230
39,291,290
40,230,213
41,230,229
42,259,240
43,213,210
44,210,141
45,290,271
46,290,293
47,271,268
48,293,288
49,141,122
50,122,121
51,121,115
52,115,114
53,114,116
54,288,303
55,252,255
56,303,275
57,257,252
58,264,257
59,275,274
60,274,270
61,266,264
62,251,253
63,270,280
64,254,251
65,256,254
66,280,281
67,281,279
68,279,289
69,258,256
70,289,287
71,116,119
72,287,284
73,284,282
74,282,285
75,119,117
76,285,283
77,229,227
78,283,292
79,292,286
80,260,258
81,117,118
82,286,273
83,273,272
84,272,260
85,260,227
86,227,260
87,118,120
88,265,260
89,188,185
90,185,188
91,188,189
92,189,188
93,189,190
94,190,189
95,227,215
96,215,227
97,185,162
98,162,185
99,212,192
100,192,212
101,212,214
102,214,212
103,215,214
104,214,215
105,162,153
106,153,162
107,190,191
108,191,190
109,142,148
110,148,142
111,142,138
112,138,142
113,191,192
114,192,191
115,120,110
116,110,120
117,120,132
118,132,120
119,132,135
120,135,132
121,152,148
122,148,152
123,152,153
124,153,152
125,123,120
126,135,136
127,136,135
128,110,104
129,104,110
130,136,137
131,137,136
132,137,138
133,138,137
134,102,104
135,104,102
136,146,148
137,99,102
138,102,99
139,192,195
140,195,192
141,99,83
142,83,99
143,74,83
144,70,74
145,61,67
146,59,61
147,49,59
148,67,70
149,9,14
150,14,15
151,15,16
152,16,17
153,83,84
154,84,83
155,124,123
156,2,9
157,1,2
158,3,1
159,195,194
160,194,195
161,52,49
162,84,85
163,85,84
164,150,146
165,125,124
166,126,125
167,85,87
168,87,85
169,87,93
170,93,87
171,17,19
172,19,18
173,18,25
174,194,197
175,197,194
176,197,199
177,199,197
178,93,92
179,92,93
180,92,94
181,94,92
182,94,96
183,96,94
184,96,82
185,82,96
186,265,277
187,277,278
188,278,294
189,262,265
190,127,126
191,82,98
192,98,101
193,113,127
194,128,127
195,106,108
196,108,112
197,105,106
198,101,105
199,112,113
200,73,82
201,52,73
202,82,86
203,39,45
204,45,52
205,4,3
206,51,52
207,294,295
208,30,31
209,31,38
210,38,39
211,25,30
212,34,38
213,23,25
214,22,23
215,129,128
216,86,89
217,50,51
218,5,4
219,35,34
220,32,35
221,295,296
222,57,50
223,6,5
224,296,297
225,89,90
226,53,57
227,54,53
228,297,276
229,58,54
230,33,32
231,90,88
232,262,221
233,221,262
234,145,143
235,269,262
236,276,269
237,36,33
238,8,6
239,7,8
240,10,7
241,62,58
242,221,220
243,220,221
244,220,202
245,202,220
246,199,202
247,202,199
248,37,36
249,161,159
250,163,161
251,159,158
252,187,193
253,182,187
254,193,199
255,165,182
256,199,196
257,196,199
258,158,157
259,47,62
260,156,155
261,157,156
262,154,150
263,155,154
264,40,37
265,150,139
266,139,150
267,151,144
268,147,150
269,130,129
270,165,163
271,168,164
272,139,133
273,133,139
274,133,130
275,130,133
276,81,78
277,130,111
278,111,130
279,43,42
280,44,43
281,46,44
282,78,69
283,88,81
284,88,107
285,107,88
286,107,109
287,109,107
288,111,109
289,109,111
290,131,130
291,42,41
292,47,46
293,68,47
294,69,68
295,40,29
296,72,69
297,71,72
298,75,71
299,76,75
300,77,76
301,88,91
302,91,88
303,24,21
304,41,40
305,26,22
306,22,20
307,20,13
308,27,26
309,29,28
310,28,27
311,167,168
312,91,95
313,95,91
314,13,12
315,166,165
316,12,11
317,47,56
318,11,10
319,56,63
320,63,64
321,95,97
322,97,95
323,64,55
324,55,48
325,48,60
326,196,166
327,196,200
328,200,201
329,201,206
330,200,196
331,201,200
332,206,201
333,97,100
334,100,97
335,60,65
336,160,149
337,149,160
338,160,166
339,166,160
340,166,174
341,174,166
342,147,149
343,149,147
344,147,140
345,140,147
346,140,134
347,134,140
348,100,103
349,103,100
350,80,100
351,103,131
352,131,103
353,134,131
354,131,134
355,65,66
356,66,79
357,79,80
358,206,218
359,218,219
360,219,222
361,206,205
362,205,206
363,222,217
364,217,216
365,216,207
366,205,207
367,207,205
368,207,208
369,174,177
370,177,178
371,178,181
372,181,183
373,183,180
374,180,179
375,179,174
376,177,174
377,178,177
378,181,178
379,183,181
380,180,183
381,179,180
382,174,179
383,169,174
384,208,209
385,170,169
386,209,211
387,211,204
388,204,203
389,203,198
390,171,170
391,173,171
392,172,173
393,175,172
394,198,186
395,186,184
396,184,176
397,176,175
