121639,35487981,1540881852,0
2803,35487986,1540773385,0
121642,35487986,1540881863,0
79048,278009537,1540841189,0
45064,278009538,360205629,1
149347,278009538,1030313274,1
142572,278009625,1540934769,1
142573,278009627,1540934771,1
119400,278009629,1030974914,1
142574,278009629,1540934772,1
142578,278009630,278009631,1
119447,278009630,1540878910,1
142579,278009631,278009632,1
119414,278009631,1030974704,1
142580,278009632,278009633,1
119351,278009633,1540878846,1
142581,278009633,1540934773,1
119190,278009636,1030974506,0
142583,278009636,1030975335,1
142585,278009637,360201326,1
119395,278009637,1540878873,0
142530,278009638,1540934710,1
142531,278009641,1540934711,1
142532,278009643,278009644,1
119258,278009643,1030689412,1
121638,278009644,1540881851,1
142533,278009644,1540934715,1
142535,278009645,1540934716,1
118885,278009648,1030313253,1
142538,278009648,1540934720,1
142539,278009650,278009651,1
93505,278009650,1030313096,1
142540,278009651,278009652,1
118880,278009651,1030313118,1
45566,278009652,1030313108,1
142541,278009652,1540934722,1
45626,278009654,1540812107,0
142542,278009654,1540934725,1
45061,279589608,279591485,1
79046,279589608,1540841184,0
93490,279589608,1540856553,1
112151,279589614,716888908,1
79044,279589614,1540841179,0
21424,279589617,360205939,1
79041,279589617,1540841178,0
142502,279589619,279589686,1
79042,279589619,974030708,0
93512,279589624,429286593,1
79047,279589624,1540841186,0
142503,279589686,974030859,1
21423,279589686,1540790975,0
112150,279589687,279589614,1
21422,279589687,279589686,0
21426,279589950,279589951,1
93456,279589950,716888550,1
21427,279589951,279589952,1
45672,279589951,360206315,1
21428,279589952,360206035,1
149326,279589956,360207510,1
45798,279589956,360209471,0
149328,279589957,1540951383,1
149329,279589959,279591059,1
45704,279590300,360207474,1
135186,279590300,1540905576,0
45698,279590303,360207366,1
135185,279590303,1540905575,0
135180,279590306,279590307,1
45803,279590306,583434225,1
45799,279590307,583434227,1
143857,279591052,279591053,0
135167,279591052,360206848,0
143858,279591053,279591054,0
45694,279591053,360207363,1
143859,279591054,279591055,0
45708,279591054,360207557,1
149323,279591055,360207816,1
143843,279591055,974030619,0
143847,279591056,279591057,0
135204,279591056,974030729,0
143848,279591057,279591058,0
29731,279591057,338487216,1
143849,279591058,972481633,0
21459,279591058,1540790990,1
53860,279591059,360207471,1
21448,279591116,363974809,0
21454,279591116,363975202,1
21452,279591120,1540790982,0
112153,279591398,974030964,1
21457,279591398,1540790986,1
29733,279591415,338487217,1
149342,279591415,1540951400,1
112147,279591424,974031041,1
149345,279591424,1540951407,1
21460,279591449,1540790992,1
135215,279591449,1540905587,0
111823,279591451,974030797,1
149340,279591451,1540951394,1
111880,279591454,972481687,1
149341,279591454,1540951397,1
45654,279591457,360205872,1
149343,279591457,1540951403,1
45630,279591459,360205333,1
149346,279591459,1540951408,1
45062,279591485,360205311,1
21420,279591485,1540790972,0
45632,279591486,360205411,1
21421,279591486,1540790973,0
21462,279591653,279591654,1
45623,279591653,1540812099,0
118881,279591654,1030313231,1
21463,279591654,1540790993,1
21464,279591656,360205477,1
45592,279591656,1540812077,1
21466,279591658,279591659,1
21467,279591659,1540790995,1
21469,279591659,1540790996,1
21468,279591660,972481984,1
45046,279591660,1540811945,1
45603,279591661,972481801,1
111897,279591661,1540872338,0
44970,279591663,972481605,1
111896,279591663,1540872336,0
111895,279591664,279591663,0
44938,279591664,972481669,1
111894,279591665,279591664,0
44945,279591665,972481726,1
44922,279591666,972481725,1
111892,279591666,1540872335,0
45090,279591764,360193042,1
21470,279591764,360193235,1
21473,279591766,1540790999,1
21478,279591769,279591843,1
152332,279591769,360191959,1
21479,279591843,1540791001,1
45255,279591848,360199069,1
21481,279591848,1540791006,1
79039,279591863,360195248,1
21486,279591863,1540791027,1
21487,279591881,360196239,1
21480,279591881,1540791004,1
21492,279591918,1540791034,1
21493,279591921,279591922,1
21494,279591922,279591923,1
45545,279591922,1540812067,1
45328,279591923,360200255,1
21495,279591923,1540791038,1
45271,279591926,360199245,1
21496,279591926,1540791042,1
45266,279592059,360199117,1
21482,279592059,1540791009,1
143846,338487126,279591056,0
29725,338487126,363976091,1
53855,338487127,974030726,1
149320,338487216,974030797,1
45676,338487216,1540812128,1
29734,338487217,360205943,1
149351,338487217,974030555,1
149356,338487310,360206315,0
45653,338487319,279591457,1
149353,338487319,1030294078,1
44850,360189244,1540811886,1
44848,360189339,1540811885,1
64012,360189339,1540833557,1
111795,360189339,1540872203,1
44849,360189342,360189343,1
64014,360189342,418771177,1
53888,360189343,1540820543,1
44851,360189449,1540811888,1
64015,360189449,1540833563,1
44857,360189453,360189540,1
44852,360189453,1540811890,1
44856,360189460,418771211,1
44855,360189540,360189460,1
44858,360189540,360189631,1
110061,360189542,360189543,1
53899,360189543,363973753,1
44859,360189631,360189632,1
73612,360189632,418771207,1
44860,360189632,972481783,1
73545,360189633,576508600,1
44862,360189633,1540811896,1
111865,360189635,972481932,1
44863,360189635,1540811897,1
73609,360189874,972481624,1
73525,360189874,972481803,1
73611,360189875,360189632,1
64041,360189875,972481797,1
44900,360190684,360190711,1
44903,360190684,360190871,1
44907,360190819,360190835,1
44905,360190819,1540811916,1
44916,360190821,1540811919,1
44910,360190835,360190869,1
44915,360190869,360190821,1
44920,360190869,360191085,1
44904,360190871,1540811915,1
44912,360190895,360190929,1
44906,360190895,1540811917,1
44911,360190928,360190895,1
44917,360190928,972481981,1
45647,360190929,1540812122,1
44914,360191001,360190869,1
44926,360191001,1540811922,1
53803,360191004,1540820479,1
111847,360191004,1540872277,1
44921,360191085,279591666,1
44927,360191085,360191193,1
44944,360191086,279591665,1
44929,360191086,360191087,1
44930,360191087,360191088,1
44935,360191087,972481914,1
44931,360191088,360191089,1
44967,360191088,972481613,1
142519,360191089,360191090,1
45602,360191089,1540812087,1
45045,360191090,279591660,1
142520,360191090,360193780,1
44958,360191121,360191192,1
44942,360191121,360194867,1
45068,360191192,360191193,1
44959,360191192,1540811926,1
44928,360191193,360191086,1
45069,360191193,360191195,1
111893,360191195,279591665,0
45070,360191195,972481858,1
45084,360191196,360191240,1
45074,360191196,360191253,1
44949,360191240,360191241,1
45085,360191240,360191411,1
44950,360191241,360191242,1
44962,360191241,1540811927,1
