1,1,2,1
2,2,3,1
3,3,4,1
4,4,5,1
5,5,6,1
6,6,7,1
7,7,8,1
8,8,9,1
9,9,10,1
10,10,11,1
11,11,12,1
12,12,13,1
13,13,14,1
14,14,15,1
15,15,16,1
16,16,17,1
17,17,18,1
18,18,19,1
19,19,20,1
20,20,21,1
21,21,22,1
22,22,23,1
23,23,22,1
24,22,21,1
25,21,20,1
26,20,19,1
27,19,24,1
28,24,25,1
29,25,26,1
30,26,27,1
31,27,28,1
32,28,29,1
33,29,30,1
34,30,31,1
35,31,32,1
36,32,33,1
37,33,34,1
38,34,35,1
39,35,36,1
40,36,37,1
41,37,38,1
42,38,39,1
43,39,40,1
44,40,41,1
45,41,42,1
46,42,43,1
47,43,44,1
48,44,45,1
49,45,35,1
50,35,46,1
51,46,47,1
52,47,48,1
53,48,49,1
54,49,50,1
55,50,51,1
56,51,52,1
57,52,53,1
58,53,54,1
59,54,55,1
60,55,56,1
61,56,57,1
62,57,58,1
63,58,59,1
64,59,60,1
65,60,61,1
66,61,62,1
67,62,63,1
68,63,64,1
69,64,65,1
70,65,66,1
71,66,67,1
72,67,68,1
73,68,69,1
74,69,70,1
75,70,71,1
76,71,72,1
77,72,73,1
78,73,74,1
79,74,75,1
80,75,76,1
81,76,77,1
82,77,78,1
83,78,79,1
84,79,80,1
85,80,81,1
86,81,82,1
87,82,83,1
88,83,84,1
89,84,85,1
90,85,86,1
91,86,87,1
92,87,88,1
93,88,89,1
94,89,90,1
95,90,91,1
96,91,92,1
97,92,93,1
98,93,94,1
99,94,95,1
100,95,96,1
101,96,97,1
102,97,98,1
103,98,99,1
104,99,100,1
105,100,101,1
106,101,102,1
107,102,103,1
108,103,104,1
109,104,105,1
110,105,106,1
111,106,107,1
112,107,108,1
113,108,109,1
114,109,110,1
115,110,111,1
116,111,112,1
117,112,113,1
118,113,114,1
119,114,115,1
120,115,116,1
121,116,117,1
122,117,118,1
123,118,119,1
124,119,120,1
125,120,121,1
126,121,122,1
127,122,123,1
128,124,125,1
129,125,126,1
130,126,127,1
131,127,128,1
132,128,129,1
133,129,130,1
134,130,131,1
135,131,132,1
136,132,133,1
137,133,134,1
138,134,135,1
139,135,136,1
140,136,137,1
141,137,138,1
142,138,139,1
143,139,140,1
144,140,141,1
145,141,142,1
146,142,143,1
147,143,144,1
148,144,145,1
149,145,146,1
150,146,147,1
151,147,148,1
152,148,149,1
153,149,150,1
154,150,151,1
155,151,152,1
156,152,153,1
157,153,154,1
158,154,155,1
159,155,156,1
160,156,157,1
161,157,158,1
162,158,159,1
163,159,160,1
164,160,161,1
165,161,162,1
166,162,163,1
167,163,164,1
168,164,165,1
169,165,166,1
170,166,167,1
171,167,168,1
172,168,169,1
173,169,170,1
174,170,171,1
175,171,172,1
176,172,173,1
177,173,174,1
178,174,175,1
179,176,177,1
180,177,178,1
181,178,179,1
182,179,180,1
183,180,181,1
184,181,182,1
185,182,183,1
186,183,184,1
187,185,186,1
188,186,187,1
189,187,123,1
190,123,122,1
191,122,121,1
192,121,120,1
193,120,119,1
194,119,118,1
195,118,117,1
196,117,116,1
197,116,115,1
198,115,114,1
199,114,113,1
200,113,112,1
201,112,111,1
202,111,110,1
203,110,109,1
204,109,108,1
205,108,107,1
206,107,106,1
207,106,105,1
208,105,104,1
209,104,103,1
210,103,188,1
211,188,189,1
212,189,190,1
213,190,191,1
214,191,192,1
215,192,193,1
216,193,194,1
217,194,195,1
218,195,196,1
219,196,197,1
220,197,198,1
221,198,93,1
222,93,92,1
223,92,91,1
224,91,90,1
225,90,89,1
226,89,88,1
227,88,87,1
228,87,86,1
229,86,85,1
230,85,84,1
231,84,83,1
232,83,82,1
233,82,81,1
234,81,80,1
235,80,79,1
236,79,78,1
237,78,77,1
238,77,76,1
239,76,75,1
240,75,74,1
241,74,73,1
242,73,72,1
243,72,71,1
244,71,70,1
245,70,69,1
246,69,199,1
247,199,200,1
248,200,201,1
249,201,202,1
250,202,203,1
251,203,204,1
252,204,205,1
253,205,206,1
254,206,207,1
255,207,208,1
256,208,209,1
257,209,210,1
258,210,211,1
259,211,212,1
260,212,213,1
261,213,214,1
262,214,215,1
263,215,216,1
264,216,25,1
265,25,24,1
266,24,19,1
267,41,217,1
268,217,218,1
269,218,219,1
270,219,220,1
271,220,221,1
272,221,222,1
273,222,223,1
274,223,224,1
275,224,225,1
276,225,226,1
277,226,227,1
278,227,228,1
279,228,229,1
280,229,230,1
281,230,231,1
282,231,232,1
283,232,233,1
284,233,234,1
285,234,5,1
286,5,4,1
287,4,3,1
288,3,2,1
289,140,235,1
290,235,236,1
291,236,237,1
292,237,238,1
293,238,239,1
294,239,240,1
295,240,241,1
296,241,242,1
297,242,243,1
298,243,244,1
299,244,245,1
300,245,246,1
301,246,247,1
302,247,248,1
303,248,249,1
304,249,250,1
305,250,251,1
306,251,252,1
307,252,253,1
308,253,254,1
309,254,255,1
310,255,256,1
311,256,257,1
312,257,258,1
313,258,259,1
314,259,260,1
315,260,261,1
316,261,262,1
317,262,263,1
318,263,264,1
319,264,265,1
320,265,266,1
321,266,267,1
322,267,268,1
323,268,269,1
324,269,270,1
325,270,271,1
326,271,272,1
327,272,273,1
328,273,274,1
329,274,275,1
330,275,276,1
331,276,277,1
332,277,278,1
333,278,279,1
334,279,280,1
335,280,281,1
336,281,282,1
337,282,283,1
338,283,284,1
339,284,285,1
340,285,286,1
341,286,287,1
342,287,50,1
343,50,49,1
344,49,48,1
345,48,47,1
346,47,46,1
347,46,35,1
348,35,34,1
349,34,33,1
350,33,32,1
351,32,31,1
352,31,30,1
353,30,29,1
354,29,28,1
355,28,27,1
356,27,288,1
357,288,289,1
358,289,290,1
359,290,291,1
360,291,11,1
361,12,292,1
362,292,293,1
363,293,294,1
364,295,296,1
365,296,297,1
366,297,294,1
367,294,293,1
368,293,292,1
369,292,12,1
370,12,11,1
371,11,291,1
372,291,290,1
373,290,289,1
374,289,288,1
375,288,27,1
376,51,298,1
377,298,299,1
378,299,300,1
379,300,301,1
380,301,302,1
381,302,303,1
382,303,304,1
383,304,305,1
384,305,306,1
385,306,307,1
386,307,308,1
387,308,309,1
388,309,310,1
389,310,311,1
390,311,312,1
391,312,313,1
392,313,68,1
393,69,314,1
394,314,315,1
395,315,316,1
396,316,317,1
397,317,318,1
398,318,319,1
399,319,320,1
400,320,321,1
401,321,322,1
402,322,323,1
403,323,324,1
404,324,325,1
405,325,326,1
406,326,327,1
407,327,328,1
408,328,329,1
409,329,330,1
410,330,331,1
411,331,332,1
412,332,333,1
413,333,334,1
414,334,335,1
415,335,116,1
416,123,187,1
417,187,186,1
418,186,185,1
419,185,336,1
